device,HBMBw,HBMBwLow,hbmBwHigh,L2Bw,L2BwLow,L2BwHigh,L1Bw,L1BwLow,L1BwHigh,LDSBw,LDSBwLow,LDSBwHigh,FP32Flops,FP32FlopsLow,FP32FlopsHigh,FP64Flops,FP64FlopsLow,FP64FlopsHigh,MFMABF16Flops,MFMABF16FlopsLow,MFMABF16FlopsHigh,MFMAF16Flops,MFMAF16FlopsLow,MFMAF16FlopsHigh,MFMAF32Flops,MFMAF32FlopsLow,MFMAF32FlopsHigh,MFMAF64Flops,MFMAF64FlopsLow,MFMAF64FlopsHigh,MFMAI8Ops,MFMAFI8OpsLow,MFMAI8OpsHigh
0,1380.5726,1380.2538,1380.8915,4951.1904,4950.293,4952.0879,9327.542,9326.2168,9328.8672,17822.453,17816.135,17828.771,21639.268,21638.004,21640.531,20769.406,20768.195,20770.617,175543.78,175528.12,175559.44,167422.48,167413.64,167431.33,42166.672,42163.156,42170.188,41977.781,41972.699,41982.863,170006.36,169995.42,170017.3
