device,HBMBw,HBMBwLow,hbmBwHigh,L2Bw,L2BwLow,L2BwHigh,L1Bw,L1BwLow,L1BwHigh,LDSBw,LDSBwLow,LDSBwHigh,FP32Flops,FP32FlopsLow,FP32FlopsHigh,FP64Flops,FP64FlopsLow,FP64FlopsHigh,MFMABF16Flops,MFMABF16FlopsLow,MFMABF16FlopsHigh,MFMAF16Flops,MFMAF16FlopsLow,MFMAF16FlopsHigh,MFMAF32Flops,MFMAF32FlopsLow,MFMAF32FlopsHigh,MFMAF64Flops,MFMAF64FlopsLow,MFMAF64FlopsHigh,MFMAI8Ops,MFMAFI8OpsLow,MFMAI8OpsHigh
0,1379.1921,1378.8356,1379.5487,4950.96,4950.0957,4951.8242,9328.7002,9327.3867,9330.0137,17820.773,17814.396,17827.15,21640.637,21639.529,21641.744,20769.766,20768.723,20770.809,175552.56,175538.41,175566.72,167422.08,167411.97,167432.19,42163.184,42160.562,42165.805,41958.535,41950.52,41966.551,169979.05,169970.3,169987.8
