device,HBMBw,HBMBwLow,hbmBwHigh,L2Bw,L2BwLow,L2BwHigh,L1Bw,L1BwLow,L1BwHigh,LDSBw,LDSBwLow,LDSBwHigh,FP32Flops,FP32FlopsLow,FP32FlopsHigh,FP64Flops,FP64FlopsLow,FP64FlopsHigh,MFMABF16Flops,MFMABF16FlopsLow,MFMABF16FlopsHigh,MFMAF16Flops,MFMAF16FlopsLow,MFMAF16FlopsHigh,MFMAF32Flops,MFMAF32FlopsLow,MFMAF32FlopsHigh,MFMAF64Flops,MFMAF64FlopsLow,MFMAF64FlopsHigh,MFMAI8Ops,MFMAFI8OpsLow,MFMAI8OpsHigh
0,1379.9126,1379.6115,1380.2137,4951.5605,4950.7622,4952.3589,9329.9648,9328.499,9331.4307,17826.332,17819.916,17832.748,21639.023,21637.941,21640.105,20770.061,20769.168,20770.953,175572.81,175560.08,175585.55,167451.59,167440.8,167462.39,42167.961,42164.957,42170.965,41965.387,41960.199,41970.574,170038.12,170028.77,170047.48
